hotel,is_canceled,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,name,email,phone-number
City Hotel,0,19,May,2,5,2,0.0,0,BB,DEU,0,0,D,0,No Deposit,0,Transient,184.29,0,1,Joseph Andrade,Joseph.Andrade18@aol.com,211-084-8496
City Hotel,0,87,April,0,2,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,103.5,0,1,Leslie Dickerson,Leslie_Dickerson@comcast.net,118-271-6010
City Hotel,1,38,February,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,106.0,0,0,William Lopez,William.L@protonmail.com,507-081-2209
Resort Hotel,0,6,March,1,0,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,26.1,0,0,David Taylor,David.Taylor28@zoho.com,795-013-7084
Resort Hotel,0,19,December,2,1,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,26.0,0,0,Jeanne Morris MD,Jeanne.MD@hotmail.com,365-947-9170
Resort Hotel,1,77,August,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,184.0,0,1,Amanda Burton,Burton.Amanda@zoho.com,357-197-9166
City Hotel,1,188,June,0,2,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,39,Transient,130.0,0,0,Savannah Jones,Jones.Savannah@outlook.com,188-377-9669
Resort Hotel,0,65,July,1,5,2,0.0,0,BB,PRT,0,0,E,2,No Deposit,0,Transient,217.67,1,2,Julia Shelton,Julia_S@gmail.com,726-795-3989
Resort Hotel,1,143,August,1,2,2,0.0,0,BB,PRT,0,0,E,0,No Deposit,0,Transient,130.33,0,3,Eric Paul,Eric.Paul70@hotmail.com,714-665-9540
City Hotel,0,41,April,1,0,1,0.0,0,BB,GBR,0,0,A,1,No Deposit,0,Transient,116.1,0,0,Susan Stewart,Stewart_Susan@mail.com,672-332-3837
Resort Hotel,0,22,February,0,2,2,0.0,0,Undefined,ESP,0,0,A,0,No Deposit,0,Transient-Party,60.0,0,0,Joyce Cisneros,Joyce_C80@att.com,807-967-6293
Resort Hotel,0,234,August,0,5,2,1.0,1,HB,PRT,0,0,G,3,No Deposit,0,Transient,263.0,1,2,Marcus Lawson,Marcus_Lawson@outlook.com,532-213-7705
City Hotel,1,134,June,0,3,1,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,90.9,0,0,Dana James,Dana.J42@comcast.net,775-007-7310
City Hotel,0,120,May,0,3,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Steven Cole,Steven.C@gmail.com,245-307-3466
City Hotel,0,4,September,2,3,1,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,170.0,0,0,David Griffin,DavidGriffin91@verizon.com,601-459-8889
Resort Hotel,0,53,April,2,5,2,1.0,0,HB,FRA,0,0,H,0,No Deposit,0,Transient,199.71,1,0,Sara Torres,Torres_Sara@hotmail.com,342-463-9877
City Hotel,0,429,September,0,2,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,330,Transient-Party,65.0,0,0,Jessica Grimes,JessicaGrimes@comcast.net,972-044-7190
City Hotel,0,24,September,1,0,1,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,85.5,0,0,Kevin Carter,Carter_Kevin@protonmail.com,492-360-6365
City Hotel,1,43,January,0,3,2,0.0,0,BB,ESP,0,0,B,0,No Deposit,0,Transient-Party,86.75,0,1,Patricia Schwartz,Patricia_S@zoho.com,775-716-0456
City Hotel,1,414,December,2,1,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,62.0,0,0,Peter Reynolds,Reynolds.Peter@gmail.com,277-123-8379
City Hotel,1,322,May,1,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,120,Transient,80.0,0,0,William Black,William_Black@hotmail.com,920-410-9581
City Hotel,1,308,November,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,52.0,0,0,Joshua Mcknight,Joshua.M@zoho.com,709-481-6929
Resort Hotel,0,10,March,0,2,2,0.0,0,BB,ESP,0,0,A,1,No Deposit,0,Transient,54.0,1,2,Nicole Johnson,Nicole.Johnson@xfinity.com,476-929-0475
City Hotel,1,314,October,0,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,68,Transient,75.0,0,0,Cindy Mccullough,CindyMccullough@att.com,291-779-6773
Resort Hotel,1,92,April,1,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,68.0,0,0,Robert Allen,Allen.Robert@gmail.com,992-777-6752
City Hotel,0,7,January,1,2,1,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient-Party,82.0,0,0,Larry Nunez,Larry.Nunez76@xfinity.com,321-302-4419
Resort Hotel,0,50,November,2,1,2,0.0,0,HB,FRA,0,0,A,0,No Deposit,0,Transient,64.8,0,2,Hector Miles,Miles_Hector26@hotmail.com,182-260-9031
City Hotel,1,123,July,1,3,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,76.5,0,0,Madeline Burke,MBurke@aol.com,654-751-1251
Resort Hotel,1,85,March,3,5,2,0.0,0,BB,PRT,0,0,E,0,No Deposit,0,Transient,59.4,0,0,Marc Barrett DDS,Marc.D@yahoo.com,589-500-3858
City Hotel,0,53,June,1,3,2,0.0,0,SC,DEU,0,0,A,0,No Deposit,0,Transient,140.0,0,0,Rebecca Huerta,Huerta_Rebecca@outlook.com,321-837-3352
Resort Hotel,0,82,February,2,0,2,0.0,0,Undefined,PRT,0,0,A,0,No Deposit,0,Transient-Party,72.0,0,0,David Singh,Singh.David@aol.com,996-132-5518
City Hotel,1,240,July,2,1,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,110.0,0,0,Tina Smith,Tina.S@comcast.net,243-186-7645
City Hotel,0,102,October,0,2,2,0.0,0,HB,DEU,0,0,A,0,No Deposit,0,Transient-Party,109.0,0,0,Tammy Lopez,Tammy_Lopez@xfinity.com,289-997-0464
Resort Hotel,0,5,March,2,5,2,0.0,0,BB,GBR,0,0,E,0,No Deposit,0,Transient,45.0,0,1,Robert Potts,Robert.P33@zoho.com,722-795-0262
City Hotel,1,302,May,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.0,0,0,Charles Gonzalez,CGonzalez@outlook.com,513-971-7226
City Hotel,1,192,May,0,3,2,0.0,0,BB,PRT,1,0,D,0,No Deposit,0,Transient,115.2,0,1,Zachary Duncan,Zachary_Duncan@hotmail.com,597-769-5162
Resort Hotel,0,78,November,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,32.0,0,0,Pamela Parsons,Parsons.Pamela@hotmail.com,807-517-8216
City Hotel,1,68,February,0,2,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,75.0,0,0,Denise Hall,Hall_Denise56@aol.com,256-948-9693
Resort Hotel,0,5,May,1,2,1,0.0,0,BB,PRT,1,10,A,0,No Deposit,0,Transient,45.0,0,0,Richard Winters,Winters_Richard@yahoo.com,959-390-1910
City Hotel,0,187,July,0,2,2,0.0,0,SC,FRA,0,0,A,0,No Deposit,0,Transient,94.5,1,1,Kristin Hays,Hays.Kristin@zoho.com,708-879-8425
City Hotel,1,69,June,2,4,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,120.0,0,0,Sara Roberts,Roberts_Sara@yahoo.com,634-671-9435
City Hotel,1,302,May,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.0,0,0,Marcus Daniels,MarcusDaniels@aol.com,144-617-3967
City Hotel,1,62,April,0,3,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,135.0,0,0,James Lamb,JLamb@yahoo.com,360-833-7383
City Hotel,0,0,February,0,2,2,1.0,0,BB,FRA,0,0,D,0,No Deposit,0,Transient,119.0,0,2,Mr. Jonathan Thomas,Mr._Thomas@zoho.com,999-187-0364
Resort Hotel,0,9,December,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,39.0,0,1,John Galvan,Galvan.John70@att.com,559-941-2057
City Hotel,1,189,June,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,100.0,0,0,Gavin Snow,Gavin.Snow@zoho.com,893-836-0052
Resort Hotel,0,3,December,0,2,2,0.0,0,BB,PRT,0,1,A,0,No Deposit,0,Transient,54.9,1,0,Brandon Reed,Reed.Brandon@verizon.com,520-705-1692
City Hotel,1,31,February,0,2,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,71.0,0,0,Mario Lee,Mario.Lee@protonmail.com,848-452-7681
City Hotel,0,1,October,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,114.0,0,0,Douglas Osborne,DouglasOsborne@gmail.com,774-133-7419
City Hotel,1,83,April,0,2,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,99.0,0,0,Christina Paul MD,MD.Christina@yandex.com,357-417-6125
Resort Hotel,1,145,August,0,2,2,2.0,0,BB,PRT,0,0,G,0,No Deposit,0,Transient,259.0,0,0,Jonathan Arroyo,Jonathan_Arroyo25@hotmail.com,583-080-2769
City Hotel,1,146,December,0,3,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,99,Transient-Party,85.0,0,0,Joseph Coleman,JosephColeman@protonmail.com,872-370-7767
Resort Hotel,0,9,February,0,2,2,0.0,0,BB,PRT,0,0,A,1,No Deposit,0,Transient,58.0,0,1,Stephen Wilkins,Wilkins_Stephen@xfinity.com,666-488-9264
City Hotel,1,88,September,2,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,170.0,0,0,Daniel Higgins,DanielHiggins63@aol.com,197-836-6244
City Hotel,1,2,April,1,0,2,0.0,0,SC,PRT,0,0,A,0,No Deposit,0,Transient,89.0,0,0,Rebecca Valdez,Rebecca_Valdez@comcast.net,584-625-3631
Resort Hotel,0,129,April,2,5,1,0.0,0,BB,GBR,0,0,A,1,No Deposit,0,Transient-Party,49.44,0,0,George Shea,Shea.George@verizon.com,360-283-4941
City Hotel,1,184,August,0,2,2,0.0,0,SC,FRA,0,0,A,0,No Deposit,0,Transient,99.0,0,1,Rebecca Kennedy,Rebecca_Kennedy88@protonmail.com,599-139-4238
Resort Hotel,0,182,June,1,5,2,1.0,0,BB,ESP,0,0,A,1,No Deposit,0,Transient-Party,93.0,1,2,Frank Payne,FrankPayne80@xfinity.com,865-400-5137
City Hotel,0,24,October,2,0,1,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,94.8,0,0,Mrs. Marilyn Garcia,Mrs..Garcia47@yahoo.com,289-201-9875
City Hotel,0,448,June,2,1,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,1,James Grant,JGrant@xfinity.com,638-753-3689
City Hotel,0,51,September,0,2,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,125.1,0,1,Daniel Perez,Perez_Daniel48@zoho.com,941-516-1044
Resort Hotel,1,22,September,1,1,2,0.0,0,BB,ESP,0,0,D,0,No Deposit,0,Transient,119.0,0,0,Michael Morgan,Morgan_Michael72@verizon.com,804-338-0652
City Hotel,1,238,December,1,1,2,0.0,0,SC,FRA,0,0,A,0,No Deposit,0,Transient,78.3,0,0,Gordon Weaver,Gordon_Weaver@xfinity.com,136-657-8891
City Hotel,1,364,October,0,2,2,0.0,0,HB,PRT,1,0,A,0,Non Refund,0,Transient-Party,101.5,0,0,Nancy Keller,Nancy_Keller@hotmail.com,337-420-9326
City Hotel,0,173,June,1,1,2,2.0,0,HB,FRA,0,0,F,2,No Deposit,0,Transient,216.0,0,0,Kevin Brown,KevinBrown90@protonmail.com,950-572-0229
Resort Hotel,1,53,July,4,10,2,0.0,0,HB,PRT,0,0,D,0,No Deposit,0,Transient,120.0,0,1,Emily Boyd,Boyd_Emily@yahoo.com,108-995-1731
City Hotel,1,128,May,0,2,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,126.0,0,1,Frank Hunt,Frank.H@gmail.com,911-179-0186
City Hotel,1,204,October,0,2,3,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,141.3,0,0,Laura Harrison,Harrison_Laura@att.com,829-609-4575
City Hotel,1,34,August,1,3,2,1.0,0,HB,ESP,0,0,A,0,No Deposit,0,Transient,194.85,0,0,Johnny Tyler,Johnny.Tyler@zoho.com,783-996-8782
City Hotel,0,0,February,1,1,2,0.0,0,SC,FRA,0,0,A,1,No Deposit,0,Transient,79.0,0,0,Elaine Martin,Elaine_M93@mail.com,504-587-7357
Resort Hotel,1,36,November,0,2,2,0.0,0,FB,PRT,0,0,A,0,No Deposit,0,Transient-Party,64.0,0,0,Jessica Wagner,JessicaWagner@hotmail.com,620-615-5937
Resort Hotel,0,349,July,4,7,2,0.0,0,HB,GBR,0,0,E,0,No Deposit,0,Contract,111.3,0,0,Megan Martin,Martin.Megan@gmail.com,863-992-7581
City Hotel,0,218,June,0,3,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,130.5,0,1,Jennifer Hamilton,Jennifer_Hamilton@yahoo.com,515-141-1446
City Hotel,0,282,June,0,3,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1,Cindy Scott,Cindy_S@att.com,801-169-6727
City Hotel,0,36,September,0,3,1,0.0,0,BB,DEU,0,0,A,2,No Deposit,0,Transient-Party,76.0,0,0,Daniel Tran,DanielTran@yandex.com,158-719-3169
City Hotel,0,131,June,2,3,2,0.0,0,BB,PRT,0,0,A,1,No Deposit,0,Transient,105.74,0,1,Daniel Martin,DMartin@outlook.com,686-208-8931
City Hotel,1,4,January,1,5,2,2.0,0,BB,PRT,0,0,E,0,No Deposit,0,Transient,123.0,0,0,Mark Brown,Mark_B@comcast.net,724-087-2747
Resort Hotel,1,115,March,1,2,2,0.0,0,HB,FRA,0,0,D,0,No Deposit,0,Transient,97.33,0,1,Ralph Taylor MD,Ralph.M21@zoho.com,362-966-0749
City Hotel,0,2,February,0,0,2,0.0,0,SC,PRT,0,0,A,0,No Deposit,0,Transient,0.0,1,0,Yolanda Wang,Yolanda_W@aol.com,723-591-5291
Resort Hotel,1,131,July,2,5,3,1.0,0,BB,PRT,0,0,H,0,No Deposit,0,Transient,223.57,0,0,Anthony Castro,AnthonyCastro@outlook.com,991-439-1328
Resort Hotel,0,62,December,1,2,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,150.0,0,1,Jack Scott,Jack.Scott@yahoo.com,740-979-4788
City Hotel,0,1,October,0,1,2,0.0,0,BB,DEU,0,0,E,0,No Deposit,0,Transient,204.0,0,0,Sarah Atkins,SAtkins@aol.com,186-937-6846
City Hotel,0,107,May,2,3,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,92.28,0,1,Michael Watson,Michael.Watson11@outlook.com,686-307-8172
Resort Hotel,0,25,February,0,4,1,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,30.0,0,0,Justin Smith,JustinSmith@verizon.com,229-227-1215
Resort Hotel,0,196,December,1,2,2,0.0,0,Undefined,PRT,0,0,A,1,No Deposit,0,Transient-Party,114.0,0,0,Robert Weiss,Weiss.Robert84@yahoo.com,122-035-0246
City Hotel,0,0,February,0,1,1,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,79.0,0,0,Julia Collins,Julia.Collins@protonmail.com,913-142-2499
City Hotel,1,151,July,2,5,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,103.09,0,0,Kevin Hunt,Kevin.Hunt@yahoo.com,711-371-9616
City Hotel,1,90,April,0,4,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,100.0,0,0,David Bowen,David_Bowen@zoho.com,389-358-9758
City Hotel,1,191,April,2,0,2,0.0,0,BB,PRT,13,1,A,0,No Deposit,31,Transient-Party,12.0,0,0,John Smith,Smith.John@xfinity.com,378-527-3260
City Hotel,1,76,September,2,0,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,102.68,0,0,Kevin Bender,KevinBender@outlook.com,846-965-5468
Resort Hotel,1,340,March,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,30.0,0,0,Amy Rivera,Amy_R68@comcast.net,313-933-5121
City Hotel,1,1,February,2,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,60.0,0,0,Andrew Morton,Andrew_M@zoho.com,959-082-2600
City Hotel,1,274,April,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.0,0,0,Jennifer Hernandez,JHernandez@hotmail.com,151-528-4715
City Hotel,0,65,April,2,3,2,0.0,0,BB,FRA,0,0,D,0,No Deposit,0,Transient,112.2,0,1,Dawn Goodman,Dawn.Goodman@outlook.com,513-552-4134
City Hotel,0,256,June,0,2,1,0.0,0,HB,DEU,0,0,A,3,No Deposit,0,Transient-Party,90.0,0,0,Sherry Daniel,Sherry_Daniel@comcast.net,477-815-4726
City Hotel,0,15,June,2,1,2,0.0,0,HB,FRA,0,0,A,0,No Deposit,0,Transient,167.0,0,1,Natalie Hernandez,Hernandez_Natalie@gmail.com,200-043-6577
Resort Hotel,0,222,September,1,1,2,0.0,0,HB,FRA,0,0,A,0,No Deposit,0,Transient-Party,80.0,0,0,Carrie Williams,Carrie_Williams66@comcast.net,959-761-0419
City Hotel,1,12,July,0,1,1,0.0,0,SC,DEU,0,0,A,0,No Deposit,0,Transient,89.0,0,0,Ryan King,RyanKing@yandex.com,993-843-6147
Resort Hotel,1,2,January,0,1,2,0.0,0,BB,PRT,0,0,E,0,No Deposit,0,Transient,76.0,0,1,Tina Miranda,Miranda.Tina@aol.com,782-496-8482
City Hotel,0,10,February,1,2,2,0.0,0,BB,FRA,0,0,D,0,No Deposit,0,Transient,89.33,0,0,Benjamin Thomas,BenjaminThomas@hotmail.com,198-154-9685
Resort Hotel,0,55,November,1,4,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,29.0,0,0,Ashley Snyder,Snyder_Ashley@aol.com,469-565-2214
City Hotel,0,3,February,2,5,2,0.0,0,SC,PRT,0,0,A,0,No Deposit,0,Transient,74.8,0,0,Melissa Kane,Melissa.Kane@xfinity.com,541-297-6332
Resort Hotel,0,272,September,0,3,1,0.0,0,HB,FRA,0,0,A,1,No Deposit,0,Transient-Party,58.5,0,0,Tanya Finley,Tanya_Finley@verizon.com,215-913-8114
Resort Hotel,0,18,October,0,3,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,57.6,0,0,Michael Lane,Michael_Lane38@protonmail.com,979-836-0987
City Hotel,1,202,May,2,1,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,90.0,0,0,Donald Kramer,Donald_K@hotmail.com,942-799-6859
City Hotel,1,174,October,1,1,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,70.0,0,0,Jacob Marquez,Jacob_Marquez@comcast.net,102-404-4089
Resort Hotel,0,3,June,0,2,2,2.0,0,BB,PRT,0,0,H,0,No Deposit,0,Transient,191.0,1,0,William Rasmussen,William.R@comcast.net,899-637-9186
City Hotel,1,364,October,0,2,2,0.0,0,HB,PRT,1,0,A,0,Non Refund,0,Transient-Party,101.5,0,0,Julie Lee,JLee91@yahoo.com,672-165-6834
City Hotel,0,84,April,2,3,2,0.0,0,BB,FRA,0,0,E,2,No Deposit,0,Transient,153.9,0,0,James Black,James.Black60@verizon.com,557-885-0896
City Hotel,1,28,September,2,5,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,113.79,0,2,Brandon Rubio,Brandon_Rubio93@verizon.com,778-565-9800
City Hotel,1,93,April,0,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,95.0,0,0,Diane Barnett,Barnett_Diane@aol.com,800-751-2491
Resort Hotel,1,231,September,0,5,3,0.0,0,BB,PRT,1,0,A,0,No Deposit,0,Transient,79.74,0,1,Jessica Richmond,Jessica.Richmond@aol.com,583-769-0161
Resort Hotel,0,37,August,1,0,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,172.0,0,0,Jordan Edwards,Jordan_E@aol.com,476-455-3898
Resort Hotel,0,0,June,0,1,1,0.0,0,BB,PRT,0,2,A,1,No Deposit,0,Transient,65.0,0,0,Lisa Welch,LisaWelch18@outlook.com,995-241-2482
Resort Hotel,0,34,July,2,3,2,0.0,0,HB,ESP,0,0,D,0,No Deposit,0,Transient,149.4,1,0,Jonathan Riley,Riley.Jonathan@mail.com,487-119-8429
Resort Hotel,0,113,September,1,3,2,0.0,0,BB,PRT,0,0,F,0,No Deposit,0,Transient,94.37,0,2,James Cummings,JamesCummings@aol.com,121-232-7318
City Hotel,1,95,November,0,1,1,0.0,0,BB,PRT,0,0,A,1,No Deposit,0,Transient-Party,75.0,0,0,Katherine Booker,Katherine_Booker@hotmail.com,849-251-0717
Resort Hotel,0,1,November,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,35.0,0,0,Luis Shaw,Luis.Shaw@mail.com,349-087-3370
Resort Hotel,0,4,July,2,3,2,0.0,0,BB,PRT,0,0,F,0,No Deposit,0,Transient,233.0,0,1,Kenneth Phillips Jr.,Kenneth.Jr.@att.com,274-075-9995
City Hotel,1,277,November,1,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,100.0,0,0,Sierra Holt,Sierra.H46@zoho.com,290-651-9492
City Hotel,1,6,March,2,0,1,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,103.0,0,0,Nicolas George,Nicolas_G@yahoo.com,190-369-9846
Resort Hotel,1,113,March,0,4,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,37.5,0,0,Dillon Drake,Dillon.D@yahoo.com,373-378-7106
City Hotel,0,203,June,2,3,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,74.8,0,0,Lisa Reed,Lisa.R50@xfinity.com,699-734-0958
City Hotel,1,159,June,2,3,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,126.0,0,1,Nicole Rogers DDS,NicoleDDS24@hotmail.com,368-409-9909
City Hotel,1,307,August,0,2,2,0.0,0,BB,PRT,1,0,A,0,No Deposit,0,Transient-Party,62.8,0,0,Gordon Graham,GGraham@xfinity.com,321-184-1923
Resort Hotel,0,203,May,0,3,2,2.0,0,BB,GBR,0,0,C,3,No Deposit,0,Transient-Party,99.0,0,0,Jeff Bonilla,Jeff.B@zoho.com,992-909-9155
City Hotel,0,224,June,2,4,2,0.0,0,HB,DEU,0,0,D,0,No Deposit,0,Transient,164.7,0,2,Jonathan Schwartz,Jonathan.Schwartz@protonmail.com,331-344-2431
City Hotel,0,256,August,0,4,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient-Party,90.95,0,0,Rachel Ramirez,Rachel_R@yandex.com,151-533-7111
City Hotel,0,70,July,2,0,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,103.5,0,3,Tammy Nash,Nash.Tammy@mail.com,743-947-0735
Resort Hotel,0,26,February,0,4,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,54.0,1,1,Christopher Hunt,Christopher.Hunt30@xfinity.com,256-041-5870
City Hotel,0,56,March,1,3,1,0.0,0,SC,GBR,0,0,A,1,No Deposit,0,Transient,74.8,0,3,Jamie Parker IV,Jamie_I@zoho.com,448-743-2761
City Hotel,1,0,August,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,0.0,0,0,Jennifer Rasmussen,JRasmussen@protonmail.com,641-312-0224
Resort Hotel,1,58,August,2,6,1,0.0,0,BB,PRT,0,0,E,1,No Deposit,0,Transient,173.0,0,0,Patricia Coleman,Patricia.Coleman@outlook.com,264-195-0004
Resort Hotel,0,4,February,0,1,2,0.0,0,BB,PRT,0,2,E,1,No Deposit,0,Transient,71.0,1,0,Cassandra Kennedy,Cassandra.Kennedy@yandex.com,159-214-3681
Resort Hotel,0,32,February,1,1,2,0.0,0,BB,ESP,0,0,D,1,No Deposit,0,Transient,69.0,1,1,Elizabeth Stanley,Elizabeth.Stanley@gmail.com,946-774-9020
City Hotel,0,41,March,0,5,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,73.8,0,0,Kathryn Johnson,Kathryn.J@comcast.net,167-641-5127
Resort Hotel,0,0,August,1,0,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,134.1,0,0,Katelyn White,Katelyn_White@xfinity.com,225-038-5195
City Hotel,0,197,February,2,3,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,65.45,0,1,Casey Mckinney,CMckinney@yahoo.com,300-014-5674
City Hotel,0,395,May,0,3,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,1,Tina Sanchez,Tina_S38@zoho.com,334-466-1334
City Hotel,0,0,September,0,3,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,106.2,0,1,Andrew Ramirez,Andrew.R@outlook.com,715-736-8640
Resort Hotel,0,245,September,4,12,2,0.0,0,BB,GBR,0,1,E,0,No Deposit,0,Transient,70.0,0,0,Shawn Miller,Shawn_M@verizon.com,136-190-6867
Resort Hotel,0,0,August,1,0,2,0.0,0,BB,PRT,0,0,G,0,No Deposit,0,Transient,195.0,0,0,Jose Bradley,Jose.Bradley@zoho.com,529-511-6356
Resort Hotel,1,226,August,2,0,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,102.0,0,1,Matthew Perez,Perez.Matthew@aol.com,601-644-4487
City Hotel,0,7,June,0,2,1,0.0,0,BB,PRT,0,2,A,2,No Deposit,0,Transient,104.0,0,0,David Lopez,Lopez.David62@mail.com,604-279-5500
City Hotel,0,5,September,0,3,1,0.0,0,BB,PRT,0,3,A,0,No Deposit,0,Transient,67.0,1,1,Vincent Robbins,Vincent_R@gmail.com,442-620-6708
City Hotel,1,35,May,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,130.0,0,0,Yvonne Long,Yvonne.Long@hotmail.com,280-026-2539
City Hotel,1,344,September,2,1,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,170.0,0,0,Sheila Bentley,Sheila_Bentley@mail.com,477-935-2029
City Hotel,1,152,April,2,2,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,95.0,0,0,William Davis,Davis.William@xfinity.com,607-588-4788
City Hotel,1,605,October,1,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,60.0,0,0,Laurie Kelly,Kelly.Laurie@yahoo.com,177-135-1253
City Hotel,0,1,April,0,2,2,0.0,0,BB,GBR,0,0,A,1,No Deposit,0,Transient,67.76,0,1,Jason Collins,Collins.Jason@zoho.com,695-829-5271
City Hotel,1,53,November,1,1,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,93.6,0,0,Susan Alexander,Susan.Alexander@comcast.net,691-431-5358
Resort Hotel,1,37,September,1,1,2,1.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,119.0,0,4,Miss Samantha Ibarra,Miss.Ibarra@gmail.com,262-190-9051
City Hotel,0,35,November,0,4,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,88.4,0,1,Megan Perry,Megan.P77@yandex.com,793-057-0774
